name	type	x	y	z
S1	source	-50.34000054874158	87.55280445970504	-8.013779585542331
S2	source	-47.179818342221	86.64607488785316	5.556959709093103
S3	source	-43.22119464630979	85.04792343372	18.24370508420307
S4	source	-38.18101507950462	83.64815575952768	30.75504483461544
S5	source	-31.20109714711312	81.38146445535753	42.00881484498777
S6	source	-21.76911839283968	77.22289802208522	50.93672607328452
S7	source	-57.85743040704934	75.03270759027258	-7.255082068592446
S8	source	-55.16073044667267	74.39245559773687	6.516879025532629
S9	source	-51.45687819804331	73.18536567570173	19.83631279146991
S10	source	-46.51725225858499	71.74578679019896	32.86748378349358
S11	source	-39.18860757263247	69.28062090575638	44.67783727708646
S12	source	-29.67898486572722	65.42123366237391	54.17847453536014
S13	source	-64.57711082272627	62.67477444457526	-6.204177037259059
S14	source	-62.2475162493082	61.91787284049443	7.511904457354743
S15	source	-57.99662682351779	60.74807654787956	20.88936789082827
S16	source	-52.64375477802277	59.11896656349615	33.80013220835009
S17	source	-46.08228848037313	56.96840353620247	46.00677719405263
S18	source	-36.62780775526678	52.94458562955823	55.6348914630598
S19	source	-70.62977261654824	49.39775857904498	-5.572050535831652
S20	source	-68.08947909017994	48.74541431036499	8.299911197830973
S21	source	-63.87371403185298	47.45389394455521	21.49594905763908
S22	source	-58.6539468865699	45.87531959874408	34.36782746610148
S23	source	-51.90022788027841	43.94587401416015	46.63085112773368
S24	source	-43.41779365353034	40.91515274722898	57.24304383930152
S25	source	-74.67365577435088	35.36830038153678	-5.466632611191216
S26	source	-72.59135580691591	34.62287261432018	8.37432554929514
S27	source	-68.54630436551733	33.52191476307079	21.64273842081026
S28	source	-63.36525778821673	32.04222721523738	34.47675863029739
S29	source	-56.83704555502622	30.21720311345159	46.84548303123952
S30	source	-48.51790635265094	27.62176019418408	57.77799183748316
S31	source	-77.35886405270635	21.01618475712539	-5.880890981024419
S32	source	-75.93799513846757	20.3118797373346	8.066040440015609
S33	source	-72.06891655347182	19.15088657243916	21.25198994325998
S34	source	-67.36985288197531	17.98836903681439	34.30667514891724
S35	source	-60.90358275391999	16.34450782224273	46.70750905435968
S36	source	-52.60235707291278	14.09795226569516	57.87779873108622
S37	source	-79.02920922199671	6.686745130406428	-6.296828044927043
S38	source	-78.4766670199525	5.732945976424845	7.488177349070334
S39	source	-75.50769641877767	4.756358605921031	20.89933171893023
S40	source	-70.99974067965141	3.734370660274978	34.0570971294044
S41	source	-64.88831368134731	2.456163500679441	46.54487156786595
S42	source	-56.83329604654354	0.6881876815488412	57.75819928966985
S43	source	-79.56788988227387	-7.929226060028139	-7.635277886029043
S44	source	-79.33027997594068	-9.12775126081605	6.325846460919985
S45	source	-77.15497827408132	-9.982443425678582	19.9615548834313
S46	source	-73.80000304852139	-10.7833404438285	33.66534754638795
S47	source	-67.68772143557206	-11.64480364153769	46.26051305645611
S48	source	-58.84645562861443	-12.78760246074616	57.37432768256893
S49	source	-78.32905967763516	-22.40908443300098	-9.155463194627702
S50	source	-78.28682083580296	-23.8555755506679	4.681852656650213
S51	source	-76.8644316773847	-24.85516423973616	18.39612873250527
S52	source	-73.39343837224615	-25.54555320827134	32.1758198087479
S53	source	-67.6647346843004	-26.03967429606456	45.12302597383549
S54	source	-57.88134660613753	-26.01832721369634	55.41986714398896
S55	source	-75.66707477753923	-36.81268647638728	-11.13780650198782
S56	source	-75.64125246555368	-38.46375365179326	2.635385495075095
S57	source	-73.98788312690564	-39.36183132014905	16.47007000018168
S58	source	-70.41879664449941	-39.76120299248288	30.05459907719887
S59	source	-64.78466379001186	-39.92324285509893	43.03117499711563
S60	source	-55.29534550824119	-39.3026899081808	53.77986745141575
S61	source	-69.76437650036327	-47.99462814262313	-27.09225084940944
S62	source	-70.71478017140154	-50.54613139728073	-13.65041176574954
S63	source	-70.85993902192757	-52.37346017366285	0.1691128316623347
S64	source	-68.75358614158084	-53.05787448670468	14.05920572508523
S65	source	-64.996387464992	-53.1175804645714	27.48164478999191
S66	source	-61.83491533885304	-59.2980011924305	-29.85739759270129
S67	source	-62.95514507542996	-62.76490417039897	-16.52619829410636
S68	source	-63.08176629945477	-64.90912870314321	-2.790419869418757
S69	source	-60.93315414006335	-65.32229329641335	11.07368012170882
S70	source	-57.50871476946832	-64.90328040067283	24.46723478951782
S71	source	-52.28320867846426	-69.88374213215158	-32.97974412653175
S72	source	-53.15611112748704	-73.68896069256066	-19.73274050268964
S73	source	-52.56643395952961	-75.07317421932767	-5.927155811199249
S74	source	-51.02146135004296	-75.53272636822109	7.859946645067567
S75	source	-47.93533531517698	-74.48920486031872	21.38790077119598
S76	source	-40.52677091481773	-77.93306058841826	-35.77247672799313
S77	source	-41.08452042100384	-82.18168888935317	-22.52540090334806
S78	source	-40.24342070434315	-83.05752826239643	-8.87247869749813
S79	source	-38.82492077420676	-82.87493707887512	4.893633112893075
S80	source	-36.16808090254931	-80.42312445891814	18.44581421693379
S81	source	-32.05226663367136	-76.63790647237595	31.40549303540194
S82	source	-27.14841650527912	-83.99605640074999	-38.260017154633
S83	source	-27.49615944553972	-88.33767988956356	-24.98019081250263
S84	source	-26.76756591500678	-88.58641615886106	-11.2796520984569
S85	source	-25.58076272318075	-87.89360792607583	2.267111750147793
S86	source	-23.67522655134153	-85.17832660351753	15.85789691873708
S87	source	-19.68254858814317	-80.31302508332594	28.95072340207115
S88	source	-12.62929942810608	-86.96927090301307	-39.65525884280203
S89	source	-12.64363998801734	-91.53471859088549	-26.59567387192063
S90	source	-12.3315396716705	-92.38041199285539	-13.09736429022774
S91	source	-11.68554710230746	-90.30597402765036	0.5826109445414257
S92	source	-10.76561402705567	-89.77537053087926	13.64842845625701
S93	source	-8.778488166624642	-83.37580933426048	27.63040297467473
S94	source	2.354519174365415	-88.04807805287098	-40.04068384938962
S95	source	2.449261641122439	-92.18923265285875	-26.95137714458965
S96	source	2.439765336988593	-92.79452939433405	-13.44299648908999
S97	source	2.387856077367665	-91.32180113506524	0.2790495391998052
S98	source	2.388037797375418	-90.4021279591847	13.17215146853343
S99	source	1.634653187502026	-85.62345018765082	27.1172671381495
S100	source	17.00251945211308	-85.56674089593272	-39.02909618807973
S101	source	17.35286984374323	-90.29353746621747	-25.87081988222381
S102	source	17.18754006825595	-91.37602847451021	-12.30733367455699
S103	source	16.24230584885807	-89.59962818247482	1.379852454418854
S104	source	14.66663652288736	-87.14635144168055	14.7831520442679
S105	source	12.20463807897084	-83.46324830385132	28.5821908244669
S106	source	30.88124270360508	-81.26387687800617	-37.00355800346088
S107	source	31.53608105890468	-85.86242981874078	-23.82170858434857
S108	source	31.20614512563282	-87.41596991979641	-9.995292343779299
S109	source	29.66483849583375	-86.15014174927919	3.634868639820122
S110	source	27.69223141127718	-85.36823580438642	16.80440745265339
S111	source	23.35587797423961	-79.96064352683879	30.8801451976391
S112	source	43.54035476753386	-74.70533672284847	-34.21364758167623
S113	source	44.27332254734093	-78.74896113258764	-20.98915650101163
S114	source	43.95993458558917	-80.64660148698684	-7.261980462980931
S115	source	42.50828402596286	-80.73628390168349	6.536705992756506
S116	source	40.07396099526775	-79.67516668440285	20.19292221660033
S117	source	35.26560815456745	-74.27368264601439	33.36600158605065
S118	source	53.51961614561214	-64.89339503002338	-31.14627331070701
S119	source	54.69910409328642	-68.86598447576287	-17.71213669264243
S120	source	54.86534085278274	-71.19196227735419	-4.065460725513292
S121	source	53.66602051680403	-71.85411110618732	9.594294745018907
S122	source	50.82186274517939	-71.74215248974285	23.26862797795463
S123	source	60.99097689215325	-53.51962009481564	-27.80550393455029
S124	source	62.39079380048957	-56.72783110186039	-14.545916498956
S125	source	62.64255760313915	-58.87826310144245	-0.8146151111237
S126	source	60.42285945928581	-59.41274151551995	12.99639381917993
S127	source	58.02422264481288	-59.87235586947487	26.30705745272697
S128	source	67.35793068412617	-41.62536546117006	-25.0559502724192
S129	source	67.63580760734347	-43.47255378089824	-11.73088117935407
S130	source	68.47937632574391	-45.47736392699839	1.99644414667595
S131	source	67.1953760014366	-46.56844001446672	15.72786849361268
S132	source	64.28385898915521	-47.23514207853924	29.15037860741369
S133	source	71.63380023441121	-29.6398295040408	-9.582101958124364
S134	source	72.34011327126197	-31.34186311968508	4.140007150910463
S135	source	71.40583537889569	-32.46508152229073	17.75583843121127
S136	source	68.61913051808006	-33.18783611455288	31.34490983026455
S137	source	62.75555327658564	-33.78328410419586	44.16171263624179
S138	source	52.59143046634532	-33.63115709099604	54.4480239204491
S139	source	74.03189920816526	-15.21287834014185	-8.220216230222512
S140	source	74.67388014551506	-16.63585145484265	5.672366312425125
S141	source	72.96928677164784	-17.82885141990544	19.43568273161741
S142	source	70.40886793277653	-18.84172135729589	33.14754093431842
S143	source	64.46863253063455	-19.70534062579173	45.95979899087482
S144	source	54.96344248992364	-20.25284605300912	56.59994175580979
S145	source	75.03813200929788	-0.7490491492408231	-6.824828852633327
S146	source	74.91997645123068	-1.937827600730283	7.033738539478569
S147	source	72.70182680956191	-3.01441264013044	20.62776039766625
S148	source	69.52014225013924	-4.126265893718864	34.32658645933633
S149	source	63.52988904407918	-5.409377289314933	46.9143262974797
S150	source	54.24494251527219	-7.076827118755875	57.73669743844373
S151	source	74.29095275745837	13.77044875786039	-6.008967019104569
S152	source	73.8697742542336	12.76813983725813	8.102430065137328
S153	source	70.48654447649542	11.54646902775384	21.52155214360427
S154	source	66.46252688705994	10.33733731387915	34.78816921278924
S155	source	60.33425397761307	8.685835025242676	47.22590832516764
S156	source	51.47359491629911	6.472137633924919	58.13117234616588
S157	source	72.46231192111703	28.35318933739486	-5.175124802848641
S158	source	71.09562903516156	27.40556404249044	8.6617602339069
S159	source	67.46386546285339	25.95242399243151	22.05471572614506
S160	source	62.84336697305271	24.41225977725782	35.14301721081932
S161	source	56.49648991217596	22.5819273624547	47.49526533555473
S162	source	47.85575612622141	19.9877689925197	58.30115364110681
S163	source	69.26751509604824	42.43924094030805	-4.648015584052005
S164	source	67.46067249549981	41.63849949265182	9.165312310805064
S165	source	63.22279956815259	39.93503204995777	22.29377764611108
S166	source	58.5279374301902	38.3652612797059	35.33247374801087
S167	source	52.29972046851525	36.33369352888321	47.77798483576586
S168	source	43.60290170033676	33.3441366012906	58.48665006216467
S169	source	63.68518023226593	55.98716798584564	-4.895142606580972
S170	source	62.02778786213618	55.2007866477054	9.094342164814442
S171	source	58.17869008528147	53.75038484991097	22.34864905458665
S172	source	53.47337202347696	52.12935799686003	35.46475487953563
S173	source	46.80136227218073	49.53816768092352	47.65042245197242
S174	source	38.12173261493945	46.0216099596843	58.05405152489928
S175	source	57.53035159893406	69.08493358731965	-5.275995919249168
S176	source	55.39203445206729	68.19014562347681	8.486624907380705
S177	source	51.88279339551394	66.60416139217509	21.94951816832223
S178	source	47.13783850204909	65.03515843341793	35.01314773320039
S179	source	40.54144868153912	62.65030891677178	47.01323317689822
S180	source	31.25666147710878	58.00068614402688	56.95492384969518
S181	source	50.97832534258215	81.71116600809869	-5.754803013457378
S182	source	48.64743490390803	80.64471199820434	7.990949867107142
S183	source	44.71542913330302	78.93401682109373	21.20135665946018
S184	source	40.12340709861567	77.33399213542947	34.30919584929148
S185	source	33.00350207062247	74.60061243449148	45.97535188317919
S186	source	23.53245012701886	69.64081471049788	55.37782403957274
S187	source	42.08141480719396	93.70834657827537	-6.228913636292249
S188	source	38.67626759539587	91.48664872451337	6.727465861955853
S189	source	35.86717434361697	90.7140175473739	19.96518241600576
S190	source	31.1572443302089	88.64731833021251	32.17692682261551
S191	source	23.8584452500774	85.07011621201571	43.17507460802084
S192	source	14.4613115908537	80.32690176212959	51.47198680328236
S193	source	-13.64369502083352	-75.86867296854649	40.13425814998285
S194	source	-41.14001633260911	-53.37533664932882	54.79830592596745
S195	source	-41.3319401424775	-41.81545951571224	62.20729625901124
S196	source	-40.81134167253134	-28.64253435013937	65.36734548063444
S197	source	-40.88201739624102	-15.38987624451747	67.68675223151476
S198	source	-27.58239054915899	-66.1968946859694	49.83006671062763
S199	source	-27.84968117804211	-56.20208927946808	59.64600119506093
S200	source	-27.73852929275299	-43.77754851618027	66.74363564557649
S201	source	-27.71003850786929	-30.04517752976384	71.02351381618432
S202	source	-27.66136460547495	-15.85228233658126	73.13313726282333
S203	source	-27.52761318218342	-1.57637632699075	73.15543014996184
S204	source	-27.46621927969611	12.60696282495587	71.14549983787624
S205	source	-27.4748094232911	26.50409521125132	68.49614984742298
S206	source	-27.5069373160897	40.39711719133176	65.15701298288154
S207	source	-27.40087238312448	54.61077982381811	60.85959243670166
S208	source	-13.75887436290768	-67.62693911990205	51.83528210919539
S209	source	-13.84780795918309	-56.75770297780738	61.08222430497716
S210	source	-13.80140387446594	-44.31368515580205	68.17707817827866
S211	source	-13.79329051354335	-30.58027242412296	73.25481926535845
S212	source	-13.88517690655288	-16.26547639053335	76.23596650961049
S213	source	-13.72264124177722	-1.678987548895697	75.8779654216082
S214	source	-13.74085912543912	12.87156300224116	74.48813217882172
S215	source	-13.77183756948163	27.18803103816546	71.49887802226584
S216	source	-13.75772511047746	41.45101811301078	68.58246655937666
S217	source	-13.89869031469779	55.3143121706159	65.15487201796235
S218	source	-13.94702477876295	68.51606368185969	59.41561210277506
S219	source	0.06947785649038696	-76.45263157246353	40.80901785659101
S220	source	0.2148525035485479	-68.43050163640449	52.73110326742898
S221	source	0.3339760682060627	-57.5400196840523	62.30845970962267
S222	source	0.2904885202369789	-44.52496064645344	68.82470145218564
S223	source	0.3031873333978584	-30.81479738552909	73.78513734574098
S224	source	0.2804301356413729	-16.30584992110585	76.51768148674653
S225	source	0.2513676466743259	-1.587707539000978	76.67994498062464
S226	source	0.2627448774914712	13.00992267093263	74.9915971246981
S227	source	0.1864109807388959	27.40398592068335	72.21118526633555
S228	source	0.03030339123440812	41.96547023628705	70.23083283528621
S229	source	0.1120537995546904	56.06951597732915	66.65517030156848
S230	source	14.12492181843072	-67.84419580702601	51.77882962481459
S231	source	14.34398849124111	-57.09817109507544	61.24037296333114
S232	source	14.42217142535634	-44.57925417418017	68.3456752657175
S233	source	14.31242175014743	-30.69238339037014	72.90798738076204
S234	source	14.19437012570388	-16.21670288522859	75.19547079137553
S235	source	14.15973953691108	-1.582726620074868	74.97074054554466
S236	source	14.03255231534197	13.01069307973795	73.12712215806908
S237	source	13.98375256955082	27.35998594809287	71.07730338040234
S238	source	14.04409272969256	41.82081344796882	68.70425727186019
S239	source	14.07291996939981	56.02912034325953	65.31478405263185
S240	source	13.75347311542006	69.35400821283532	60.15064801688275
S241	source	27.98924466415275	-67.22678274979492	49.79677162797292
S242	source	28.39839081739969	-56.7021006550799	59.2441575457562
S243	source	28.19723873023059	-43.80403781265193	65.72750678208951
S244	source	27.98295782096079	-29.99305237503767	69.5525760368994
S245	source	27.93684421218854	-15.99058569130929	72.09012495794109
S246	source	27.82044610970531	-1.5305881440952	71.54731314114542
S247	source	27.66171579537723	12.71522450654254	69.97363318777674
S248	source	27.51368462895397	26.73305134441306	67.64179829341072
S249	source	27.58452773430282	40.95043738143076	64.82353680071139
S250	source	27.31812593343576	54.4842914413173	60.79670520707889
S251	source	14.09456291224027	-76.31861939869228	40.32422168527418
S252	source	41.21138977363858	-53.65912385200426	53.65143521642931
S253	source	41.41508542845359	-41.81956735912659	60.29672509924033
S254	source	41.01141316494883	-28.67858454682546	63.64402950399387
S255	source	41.09440251227924	-15.53645771718072	67.17605609213062
D1	detector	-55.47816500888033	82.03433305951832	-14.24948835232379
D2	detector	-53.07402299673712	81.17566019638221	-0.7871038876691706
D3	detector	-49.94646539087857	80.11615265053783	12.67897353899806
D4	detector	-45.46709411962656	78.6932740338211	25.7758537538263
D5	detector	-39.41255839068829	76.65675868927846	37.9519633780579
D6	detector	-30.77788608815599	73.45721449188164	48.47527407129556
D7	detector	-62.36124124852209	69.12675981314725	-13.62820605059643
D8	detector	-60.23327595100988	68.8141895496847	0.2504450006392476
D9	detector	-56.93602051689128	67.82075357334499	13.82115351325241
D10	detector	-52.10667026059296	66.3486122924194	26.89322109221439
D11	detector	-46.43058352523455	64.68098074026645	39.53900848004041
D12	detector	-38.00882907419972	61.47587585455993	50.43064483701756
D13	detector	-68.93292462104866	56.19413423583725	-12.76274627150098
D14	detector	-66.81001810312308	55.80005490962683	1.046990417531189
D15	detector	-63.53179392930541	54.84051509202038	14.66139077947706
D16	detector	-58.65991349675352	53.39188031807898	27.80232723962848
D17	detector	-52.53633770464587	51.34541936088033	40.18359556159063
D18	detector	-45.26257724099464	49.15421260349024	51.9824469847733
D19	detector	-74.02273363781927	42.82756462904523	-11.91152845835265
D20	detector	-72.18725310678239	42.19453743896148	1.478152197005648
D21	detector	-68.53605765286513	41.12617070686948	15.01661121496505
D22	detector	-63.70204236710404	39.69963516638938	28.07038407134605
D23	detector	-58.02134727950048	38.13135065835991	40.72738724233705
D24	detector	-50.73346645635396	35.78380378568421	52.4999251537708
D25	detector	-76.08826086696894	28.40978737914076	-12.49296966674187
D26	detector	-75.6573111245177	28.01245620441168	1.346923403588234
D27	detector	-72.66725930016828	26.99235419926572	14.8929900602296
D28	detector	-67.71774627684586	25.69023742564164	28.05056818630572
D29	detector	-62.1139785521291	24.1919707983566	40.48682790495872
D30	detector	-55.10958901680236	22.27837447832817	52.54718773789826
D31	detector	-78.40999532608474	14.09488824035443	-13.06259569639817
D32	detector	-78.49631587742549	13.54410899759446	0.8743305623891497
D33	detector	-75.74675093673727	12.50163963375215	14.46929951473359
D34	detector	-71.4868619213081	11.41362441834148	27.69251904947084
D35	detector	-66.479741996111	10.26806222615348	40.49440625758396
D36	detector	-59.18398964368576	8.61694754229206	52.4985242365569
D37	detector	-79.85558642806153	0.01967107921705703	-13.77444290669745
D38	detector	-79.42497669136992	-1.154213978494803	-0.14130030679121
D39	detector	-77.94279495317035	-2.163645763106196	13.80805902882776
D40	detector	-75.00523743099738	-3.048531349129405	27.29642156942301
D41	detector	-69.88087376515679	-3.939866478833197	40.31109788039709
D42	detector	-63.11458386025459	-5.081382782723511	52.53439793056324
D43	detector	-78.75311614045097	-14.4539545163339	-15.22452485271126
