name	type	source	detector	wavelength_nominal	units	sampling_frequency
S2-D3	NIRSCWAMPLITUDE	2	3	685	n/a	7.8125
S3-D3	NIRSCWAMPLITUDE	3	3	685	n/a	7.8125
S4-D3	NIRSCWAMPLITUDE	4	3	685	n/a	7.8125
S5-D3	NIRSCWAMPLITUDE	5	3	685	n/a	7.8125
S6-D3	NIRSCWAMPLITUDE	6	3	685	n/a	7.8125
S7-D3	NIRSCWAMPLITUDE	7	3	685	n/a	7.8125
S8-D3	NIRSCWAMPLITUDE	8	3	685	n/a	7.8125
S9-D3	NIRSCWAMPLITUDE	9	3	685	n/a	7.8125
S10-D3	NIRSCWAMPLITUDE	10	3	685	n/a	7.8125
S11-D3	NIRSCWAMPLITUDE	11	3	685	n/a	7.8125
S12-D3	NIRSCWAMPLITUDE	12	3	685	n/a	7.8125
S13-D3	NIRSCWAMPLITUDE	13	3	685	n/a	7.8125
S14-D3	NIRSCWAMPLITUDE	14	3	685	n/a	7.8125
S15-D3	NIRSCWAMPLITUDE	15	3	685	n/a	7.8125
S16-D3	NIRSCWAMPLITUDE	16	3	685	n/a	7.8125
S17-D3	NIRSCWAMPLITUDE	17	3	685	n/a	7.8125
S18-D3	NIRSCWAMPLITUDE	18	3	685	n/a	7.8125
S19-D3	NIRSCWAMPLITUDE	19	3	685	n/a	7.8125
S20-D3	NIRSCWAMPLITUDE	20	3	685	n/a	7.8125
S21-D3	NIRSCWAMPLITUDE	21	3	685	n/a	7.8125
S22-D3	NIRSCWAMPLITUDE	22	3	685	n/a	7.8125
S23-D3	NIRSCWAMPLITUDE	23	3	685	n/a	7.8125
S24-D3	NIRSCWAMPLITUDE	24	3	685	n/a	7.8125
S25-D3	NIRSCWAMPLITUDE	25	3	685	n/a	7.8125
S26-D3	NIRSCWAMPLITUDE	26	3	685	n/a	7.8125
S27-D3	NIRSCWAMPLITUDE	27	3	685	n/a	7.8125
S28-D3	NIRSCWAMPLITUDE	28	3	685	n/a	7.8125
S1-D4	NIRSCWAMPLITUDE	1	4	685	n/a	7.8125
S2-D4	NIRSCWAMPLITUDE	2	4	685	n/a	7.8125
S3-D4	NIRSCWAMPLITUDE	3	4	685	n/a	7.8125
S4-D4	NIRSCWAMPLITUDE	4	4	685	n/a	7.8125
S5-D4	NIRSCWAMPLITUDE	5	4	685	n/a	7.8125
S6-D4	NIRSCWAMPLITUDE	6	4	685	n/a	7.8125
S7-D4	NIRSCWAMPLITUDE	7	4	685	n/a	7.8125
S8-D4	NIRSCWAMPLITUDE	8	4	685	n/a	7.8125
S9-D4	NIRSCWAMPLITUDE	9	4	685	n/a	7.8125
S10-D4	NIRSCWAMPLITUDE	10	4	685	n/a	7.8125
S11-D4	NIRSCWAMPLITUDE	11	4	685	n/a	7.8125
S12-D4	NIRSCWAMPLITUDE	12	4	685	n/a	7.8125
S13-D4	NIRSCWAMPLITUDE	13	4	685	n/a	7.8125
S14-D4	NIRSCWAMPLITUDE	14	4	685	n/a	7.8125
S15-D4	NIRSCWAMPLITUDE	15	4	685	n/a	7.8125
S16-D4	NIRSCWAMPLITUDE	16	4	685	n/a	7.8125
S17-D4	NIRSCWAMPLITUDE	17	4	685	n/a	7.8125
S18-D4	NIRSCWAMPLITUDE	18	4	685	n/a	7.8125
S19-D4	NIRSCWAMPLITUDE	19	4	685	n/a	7.8125
S20-D4	NIRSCWAMPLITUDE	20	4	685	n/a	7.8125
S21-D4	NIRSCWAMPLITUDE	21	4	685	n/a	7.8125
S22-D4	NIRSCWAMPLITUDE	22	4	685	n/a	7.8125
S23-D4	NIRSCWAMPLITUDE	23	4	685	n/a	7.8125
S24-D4	NIRSCWAMPLITUDE	24	4	685	n/a	7.8125
S26-D4	NIRSCWAMPLITUDE	26	4	685	n/a	7.8125
S27-D4	NIRSCWAMPLITUDE	27	4	685	n/a	7.8125
S28-D4	NIRSCWAMPLITUDE	28	4	685	n/a	7.8125
S29-D4	NIRSCWAMPLITUDE	29	4	685	n/a	7.8125
S30-D4	NIRSCWAMPLITUDE	30	4	685	n/a	7.8125
S206-D4	NIRSCWAMPLITUDE	206	4	685	n/a	7.8125
S207-D4	NIRSCWAMPLITUDE	207	4	685	n/a	7.8125
S217-D4	NIRSCWAMPLITUDE	217	4	685	n/a	7.8125
S218-D4	NIRSCWAMPLITUDE	218	4	685	n/a	7.8125
S1-D5	NIRSCWAMPLITUDE	1	5	685	n/a	7.8125
S2-D5	NIRSCWAMPLITUDE	2	5	685	n/a	7.8125
S3-D5	NIRSCWAMPLITUDE	3	5	685	n/a	7.8125
S4-D5	NIRSCWAMPLITUDE	4	5	685	n/a	7.8125
S5-D5	NIRSCWAMPLITUDE	5	5	685	n/a	7.8125
S6-D5	NIRSCWAMPLITUDE	6	5	685	n/a	7.8125
S7-D5	NIRSCWAMPLITUDE	7	5	685	n/a	7.8125
S8-D5	NIRSCWAMPLITUDE	8	5	685	n/a	7.8125
S9-D5	NIRSCWAMPLITUDE	9	5	685	n/a	7.8125
S10-D5	NIRSCWAMPLITUDE	10	5	685	n/a	7.8125
S11-D5	NIRSCWAMPLITUDE	11	5	685	n/a	7.8125
S12-D5	NIRSCWAMPLITUDE	12	5	685	n/a	7.8125
S13-D5	NIRSCWAMPLITUDE	13	5	685	n/a	7.8125
S14-D5	NIRSCWAMPLITUDE	14	5	685	n/a	7.8125
S15-D5	NIRSCWAMPLITUDE	15	5	685	n/a	7.8125
S16-D5	NIRSCWAMPLITUDE	16	5	685	n/a	7.8125
S17-D5	NIRSCWAMPLITUDE	17	5	685	n/a	7.8125
S18-D5	NIRSCWAMPLITUDE	18	5	685	n/a	7.8125
S19-D5	NIRSCWAMPLITUDE	19	5	685	n/a	7.8125
S20-D5	NIRSCWAMPLITUDE	20	5	685	n/a	7.8125
S21-D5	NIRSCWAMPLITUDE	21	5	685	n/a	7.8125
S22-D5	NIRSCWAMPLITUDE	22	5	685	n/a	7.8125
S23-D5	NIRSCWAMPLITUDE	23	5	685	n/a	7.8125
S24-D5	NIRSCWAMPLITUDE	24	5	685	n/a	7.8125
S27-D5	NIRSCWAMPLITUDE	27	5	685	n/a	7.8125
S28-D5	NIRSCWAMPLITUDE	28	5	685	n/a	7.8125
S29-D5	NIRSCWAMPLITUDE	29	5	685	n/a	7.8125
S30-D5	NIRSCWAMPLITUDE	30	5	685	n/a	7.8125
S205-D5	NIRSCWAMPLITUDE	205	5	685	n/a	7.8125
S206-D5	NIRSCWAMPLITUDE	206	5	685	n/a	7.8125
S207-D5	NIRSCWAMPLITUDE	207	5	685	n/a	7.8125
S216-D5	NIRSCWAMPLITUDE	216	5	685	n/a	7.8125
S217-D5	NIRSCWAMPLITUDE	217	5	685	n/a	7.8125
S218-D5	NIRSCWAMPLITUDE	218	5	685	n/a	7.8125
S229-D5	NIRSCWAMPLITUDE	229	5	685	n/a	7.8125
S240-D5	NIRSCWAMPLITUDE	240	5	685	n/a	7.8125
S2-D6	NIRSCWAMPLITUDE	2	6	685	n/a	7.8125
S3-D6	NIRSCWAMPLITUDE	3	6	685	n/a	7.8125
S4-D6	NIRSCWAMPLITUDE	4	6	685	n/a	7.8125
S5-D6	NIRSCWAMPLITUDE	5	6	685	n/a	7.8125
S6-D6	NIRSCWAMPLITUDE	6	6	685	n/a	7.8125
S8-D6	NIRSCWAMPLITUDE	8	6	685	n/a	7.8125
S9-D6	NIRSCWAMPLITUDE	9	6	685	n/a	7.8125
S10-D6	NIRSCWAMPLITUDE	10	6	685	n/a	7.8125
S11-D6	NIRSCWAMPLITUDE	11	6	685	n/a	7.8125
S12-D6	NIRSCWAMPLITUDE	12	6	685	n/a	7.8125
S14-D6	NIRSCWAMPLITUDE	14	6	685	n/a	7.8125
S15-D6	NIRSCWAMPLITUDE	15	6	685	n/a	7.8125
S16-D6	NIRSCWAMPLITUDE	16	6	685	n/a	7.8125
S17-D6	NIRSCWAMPLITUDE	17	6	685	n/a	7.8125
S18-D6	NIRSCWAMPLITUDE	18	6	685	n/a	7.8125
S20-D6	NIRSCWAMPLITUDE	20	6	685	n/a	7.8125
S21-D6	NIRSCWAMPLITUDE	21	6	685	n/a	7.8125
S22-D6	NIRSCWAMPLITUDE	22	6	685	n/a	7.8125
S23-D6	NIRSCWAMPLITUDE	23	6	685	n/a	7.8125
S24-D6	NIRSCWAMPLITUDE	24	6	685	n/a	7.8125
S28-D6	NIRSCWAMPLITUDE	28	6	685	n/a	7.8125
S29-D6	NIRSCWAMPLITUDE	29	6	685	n/a	7.8125
S30-D6	NIRSCWAMPLITUDE	30	6	685	n/a	7.8125
S192-D6	NIRSCWAMPLITUDE	192	6	685	n/a	7.8125
S205-D6	NIRSCWAMPLITUDE	205	6	685	n/a	7.8125
S206-D6	NIRSCWAMPLITUDE	206	6	685	n/a	7.8125
S207-D6	NIRSCWAMPLITUDE	207	6	685	n/a	7.8125
S215-D6	NIRSCWAMPLITUDE	215	6	685	n/a	7.8125
S216-D6	NIRSCWAMPLITUDE	216	6	685	n/a	7.8125
S217-D6	NIRSCWAMPLITUDE	217	6	685	n/a	7.8125
S218-D6	NIRSCWAMPLITUDE	218	6	685	n/a	7.8125
S228-D6	NIRSCWAMPLITUDE	228	6	685	n/a	7.8125
S229-D6	NIRSCWAMPLITUDE	229	6	685	n/a	7.8125
S238-D6	NIRSCWAMPLITUDE	238	6	685	n/a	7.8125
S239-D6	NIRSCWAMPLITUDE	239	6	685	n/a	7.8125
S240-D6	NIRSCWAMPLITUDE	240	6	685	n/a	7.8125
S1-D7	NIRSCWAMPLITUDE	1	7	685	n/a	7.8125
S2-D7	NIRSCWAMPLITUDE	2	7	685	n/a	7.8125
S3-D7	NIRSCWAMPLITUDE	3	7	685	n/a	7.8125
S4-D7	NIRSCWAMPLITUDE	4	7	685	n/a	7.8125
S7-D7	NIRSCWAMPLITUDE	7	7	685	n/a	7.8125
S8-D7	NIRSCWAMPLITUDE	8	7	685	n/a	7.8125
S9-D7	NIRSCWAMPLITUDE	9	7	685	n/a	7.8125
S10-D7	NIRSCWAMPLITUDE	10	7	685	n/a	7.8125
S13-D7	NIRSCWAMPLITUDE	13	7	685	n/a	7.8125
S14-D7	NIRSCWAMPLITUDE	14	7	685	n/a	7.8125
S15-D7	NIRSCWAMPLITUDE	15	7	685	n/a	7.8125
S16-D7	NIRSCWAMPLITUDE	16	7	685	n/a	7.8125
S19-D7	NIRSCWAMPLITUDE	19	7	685	n/a	7.8125
S20-D7	NIRSCWAMPLITUDE	20	7	685	n/a	7.8125
S21-D7	NIRSCWAMPLITUDE	21	7	685	n/a	7.8125
S22-D7	NIRSCWAMPLITUDE	22	7	685	n/a	7.8125
S25-D7	NIRSCWAMPLITUDE	25	7	685	n/a	7.8125
S26-D7	NIRSCWAMPLITUDE	26	7	685	n/a	7.8125
S27-D7	NIRSCWAMPLITUDE	27	7	685	n/a	7.8125
S31-D7	NIRSCWAMPLITUDE	31	7	685	n/a	7.8125
S32-D7	NIRSCWAMPLITUDE	32	7	685	n/a	7.8125
S1-D8	NIRSCWAMPLITUDE	1	8	685	n/a	7.8125
S2-D8	NIRSCWAMPLITUDE	2	8	685	n/a	7.8125
S3-D8	NIRSCWAMPLITUDE	3	8	685	n/a	7.8125
S4-D8	NIRSCWAMPLITUDE	4	8	685	n/a	7.8125
S5-D8	NIRSCWAMPLITUDE	5	8	685	n/a	7.8125
S7-D8	NIRSCWAMPLITUDE	7	8	685	n/a	7.8125
S8-D8	NIRSCWAMPLITUDE	8	8	685	n/a	7.8125
S9-D8	NIRSCWAMPLITUDE	9	8	685	n/a	7.8125
S10-D8	NIRSCWAMPLITUDE	10	8	685	n/a	7.8125
S11-D8	NIRSCWAMPLITUDE	11	8	685	n/a	7.8125
S13-D8	NIRSCWAMPLITUDE	13	8	685	n/a	7.8125
S14-D8	NIRSCWAMPLITUDE	14	8	685	n/a	7.8125
S15-D8	NIRSCWAMPLITUDE	15	8	685	n/a	7.8125
S16-D8	NIRSCWAMPLITUDE	16	8	685	n/a	7.8125
S17-D8	NIRSCWAMPLITUDE	17	8	685	n/a	7.8125
S19-D8	NIRSCWAMPLITUDE	19	8	685	n/a	7.8125
S20-D8	NIRSCWAMPLITUDE	20	8	685	n/a	7.8125
S21-D8	NIRSCWAMPLITUDE	21	8	685	n/a	7.8125
S22-D8	NIRSCWAMPLITUDE	22	8	685	n/a	7.8125
S23-D8	NIRSCWAMPLITUDE	23	8	685	n/a	7.8125
S25-D8	NIRSCWAMPLITUDE	25	8	685	n/a	7.8125
S26-D8	NIRSCWAMPLITUDE	26	8	685	n/a	7.8125
S27-D8	NIRSCWAMPLITUDE	27	8	685	n/a	7.8125
S28-D8	NIRSCWAMPLITUDE	28	8	685	n/a	7.8125
S29-D8	NIRSCWAMPLITUDE	29	8	685	n/a	7.8125
S31-D8	NIRSCWAMPLITUDE	31	8	685	n/a	7.8125
S32-D8	NIRSCWAMPLITUDE	32	8	685	n/a	7.8125
S33-D8	NIRSCWAMPLITUDE	33	8	685	n/a	7.8125
S1-D9	NIRSCWAMPLITUDE	1	9	685	n/a	7.8125
S2-D9	NIRSCWAMPLITUDE	2	9	685	n/a	7.8125
S3-D9	NIRSCWAMPLITUDE	3	9	685	n/a	7.8125
S4-D9	NIRSCWAMPLITUDE	4	9	685	n/a	7.8125
S5-D9	NIRSCWAMPLITUDE	5	9	685	n/a	7.8125
S6-D9	NIRSCWAMPLITUDE	6	9	685	n/a	7.8125
S7-D9	NIRSCWAMPLITUDE	7	9	685	n/a	7.8125
S8-D9	NIRSCWAMPLITUDE	8	9	685	n/a	7.8125
S9-D9	NIRSCWAMPLITUDE	9	9	685	n/a	7.8125
S10-D9	NIRSCWAMPLITUDE	10	9	685	n/a	7.8125
S11-D9	NIRSCWAMPLITUDE	11	9	685	n/a	7.8125
S12-D9	NIRSCWAMPLITUDE	12	9	685	n/a	7.8125
S13-D9	NIRSCWAMPLITUDE	13	9	685	n/a	7.8125
S14-D9	NIRSCWAMPLITUDE	14	9	685	n/a	7.8125
S15-D9	NIRSCWAMPLITUDE	15	9	685	n/a	7.8125
S16-D9	NIRSCWAMPLITUDE	16	9	685	n/a	7.8125
S17-D9	NIRSCWAMPLITUDE	17	9	685	n/a	7.8125
S18-D9	NIRSCWAMPLITUDE	18	9	685	n/a	7.8125
S19-D9	NIRSCWAMPLITUDE	19	9	685	n/a	7.8125
S20-D9	NIRSCWAMPLITUDE	20	9	685	n/a	7.8125
S21-D9	NIRSCWAMPLITUDE	21	9	685	n/a	7.8125
S22-D9	NIRSCWAMPLITUDE	22	9	685	n/a	7.8125
S23-D9	NIRSCWAMPLITUDE	23	9	685	n/a	7.8125
S24-D9	NIRSCWAMPLITUDE	24	9	685	n/a	7.8125
S25-D9	NIRSCWAMPLITUDE	25	9	685	n/a	7.8125
S26-D9	NIRSCWAMPLITUDE	26	9	685	n/a	7.8125
S27-D9	NIRSCWAMPLITUDE	27	9	685	n/a	7.8125
S28-D9	NIRSCWAMPLITUDE	28	9	685	n/a	7.8125
S29-D9	NIRSCWAMPLITUDE	29	9	685	n/a	7.8125
S30-D9	NIRSCWAMPLITUDE	30	9	685	n/a	7.8125
S31-D9	NIRSCWAMPLITUDE	31	9	685	n/a	7.8125
S32-D9	NIRSCWAMPLITUDE	32	9	685	n/a	7.8125
S33-D9	NIRSCWAMPLITUDE	33	9	685	n/a	7.8125
S34-D9	NIRSCWAMPLITUDE	34	9	685	n/a	7.8125
S207-D9	NIRSCWAMPLITUDE	207	9	685	n/a	7.8125
S1-D10	NIRSCWAMPLITUDE	1	10	685	n/a	7.8125
S2-D10	NIRSCWAMPLITUDE	2	10	685	n/a	7.8125
S3-D10	NIRSCWAMPLITUDE	3	10	685	n/a	7.8125
S4-D10	NIRSCWAMPLITUDE	4	10	685	n/a	7.8125
S5-D10	NIRSCWAMPLITUDE	5	10	685	n/a	7.8125
S6-D10	NIRSCWAMPLITUDE	6	10	685	n/a	7.8125
S7-D10	NIRSCWAMPLITUDE	7	10	685	n/a	7.8125
S8-D10	NIRSCWAMPLITUDE	8	10	685	n/a	7.8125
S9-D10	NIRSCWAMPLITUDE	9	10	685	n/a	7.8125
S10-D10	NIRSCWAMPLITUDE	10	10	685	n/a	7.8125
S11-D10	NIRSCWAMPLITUDE	11	10	685	n/a	7.8125
S12-D10	NIRSCWAMPLITUDE	12	10	685	n/a	7.8125
S13-D10	NIRSCWAMPLITUDE	13	10	685	n/a	7.8125
S14-D10	NIRSCWAMPLITUDE	14	10	685	n/a	7.8125
S15-D10	NIRSCWAMPLITUDE	15	10	685	n/a	7.8125
S16-D10	NIRSCWAMPLITUDE	16	10	685	n/a	7.8125
S17-D10	NIRSCWAMPLITUDE	17	10	685	n/a	7.8125
S18-D10	NIRSCWAMPLITUDE	18	10	685	n/a	7.8125
S19-D10	NIRSCWAMPLITUDE	19	10	685	n/a	7.8125
S20-D10	NIRSCWAMPLITUDE	20	10	685	n/a	7.8125
S21-D10	NIRSCWAMPLITUDE	21	10	685	n/a	7.8125
S22-D10	NIRSCWAMPLITUDE	22	10	685	n/a	7.8125
S23-D10	NIRSCWAMPLITUDE	23	10	685	n/a	7.8125
S24-D10	NIRSCWAMPLITUDE	24	10	685	n/a	7.8125
S25-D10	NIRSCWAMPLITUDE	25	10	685	n/a	7.8125
S26-D10	NIRSCWAMPLITUDE	26	10	685	n/a	7.8125
S27-D10	NIRSCWAMPLITUDE	27	10	685	n/a	7.8125
S28-D10	NIRSCWAMPLITUDE	28	10	685	n/a	7.8125
S29-D10	NIRSCWAMPLITUDE	29	10	685	n/a	7.8125
S30-D10	NIRSCWAMPLITUDE	30	10	685	n/a	7.8125
S32-D10	NIRSCWAMPLITUDE	32	10	685	n/a	7.8125
S33-D10	NIRSCWAMPLITUDE	33	10	685	n/a	7.8125
S34-D10	NIRSCWAMPLITUDE	34	10	685	n/a	7.8125
S35-D10	NIRSCWAMPLITUDE	35	10	685	n/a	7.8125
S36-D10	NIRSCWAMPLITUDE	36	10	685	n/a	7.8125
S206-D10	NIRSCWAMPLITUDE	206	10	685	n/a	7.8125
S207-D10	NIRSCWAMPLITUDE	207	10	685	n/a	7.8125
S217-D10	NIRSCWAMPLITUDE	217	10	685	n/a	7.8125
S218-D10	NIRSCWAMPLITUDE	218	10	685	n/a	7.8125
S1-D11	NIRSCWAMPLITUDE	1	11	685	n/a	7.8125
S2-D11	NIRSCWAMPLITUDE	2	11	685	n/a	7.8125
S3-D11	NIRSCWAMPLITUDE	3	11	685	n/a	7.8125
S4-D11	NIRSCWAMPLITUDE	4	11	685	n/a	7.8125
S5-D11	NIRSCWAMPLITUDE	5	11	685	n/a	7.8125
S6-D11	NIRSCWAMPLITUDE	6	11	685	n/a	7.8125
S7-D11	NIRSCWAMPLITUDE	7	11	685	n/a	7.8125
S8-D11	NIRSCWAMPLITUDE	8	11	685	n/a	7.8125
S9-D11	NIRSCWAMPLITUDE	9	11	685	n/a	7.8125
S10-D11	NIRSCWAMPLITUDE	10	11	685	n/a	7.8125
S11-D11	NIRSCWAMPLITUDE	11	11	685	n/a	7.8125
S12-D11	NIRSCWAMPLITUDE	12	11	685	n/a	7.8125
S13-D11	NIRSCWAMPLITUDE	13	11	685	n/a	7.8125
S14-D11	NIRSCWAMPLITUDE	14	11	685	n/a	7.8125
S15-D11	NIRSCWAMPLITUDE	15	11	685	n/a	7.8125
S16-D11	NIRSCWAMPLITUDE	16	11	685	n/a	7.8125
S17-D11	NIRSCWAMPLITUDE	17	11	685	n/a	7.8125
S18-D11	NIRSCWAMPLITUDE	18	11	685	n/a	7.8125
S19-D11	NIRSCWAMPLITUDE	19	11	685	n/a	7.8125
S20-D11	NIRSCWAMPLITUDE	20	11	685	n/a	7.8125
S21-D11	NIRSCWAMPLITUDE	21	11	685	n/a	7.8125
S22-D11	NIRSCWAMPLITUDE	22	11	685	n/a	7.8125
S23-D11	NIRSCWAMPLITUDE	23	11	685	n/a	7.8125
S24-D11	NIRSCWAMPLITUDE	24	11	685	n/a	7.8125
S25-D11	NIRSCWAMPLITUDE	25	11	685	n/a	7.8125
S26-D11	NIRSCWAMPLITUDE	26	11	685	n/a	7.8125
S27-D11	NIRSCWAMPLITUDE	27	11	685	n/a	7.8125
S28-D11	NIRSCWAMPLITUDE	28	11	685	n/a	7.8125
S29-D11	NIRSCWAMPLITUDE	29	11	685	n/a	7.8125
S30-D11	NIRSCWAMPLITUDE	30	11	685	n/a	7.8125
S33-D11	NIRSCWAMPLITUDE	33	11	685	n/a	7.8125
S34-D11	NIRSCWAMPLITUDE	34	11	685	n/a	7.8125
S35-D11	NIRSCWAMPLITUDE	35	11	685	n/a	7.8125
S36-D11	NIRSCWAMPLITUDE	36	11	685	n/a	7.8125
S205-D11	NIRSCWAMPLITUDE	205	11	685	n/a	7.8125
S206-D11	NIRSCWAMPLITUDE	206	11	685	n/a	7.8125
S207-D11	NIRSCWAMPLITUDE	207	11	685	n/a	7.8125
S216-D11	NIRSCWAMPLITUDE	216	11	685	n/a	7.8125
S217-D11	NIRSCWAMPLITUDE	217	11	685	n/a	7.8125
S218-D11	NIRSCWAMPLITUDE	218	11	685	n/a	7.8125
S229-D11	NIRSCWAMPLITUDE	229	11	685	n/a	7.8125
S2-D12	NIRSCWAMPLITUDE	2	12	685	n/a	7.8125
S3-D12	NIRSCWAMPLITUDE	3	12	685	n/a	7.8125
S4-D12	NIRSCWAMPLITUDE	4	12	685	n/a	7.8125
S5-D12	NIRSCWAMPLITUDE	5	12	685	n/a	7.8125
S6-D12	NIRSCWAMPLITUDE	6	12	685	n/a	7.8125
S8-D12	NIRSCWAMPLITUDE	8	12	685	n/a	7.8125
S9-D12	NIRSCWAMPLITUDE	9	12	685	n/a	7.8125
S10-D12	NIRSCWAMPLITUDE	10	12	685	n/a	7.8125
S11-D12	NIRSCWAMPLITUDE	11	12	685	n/a	7.8125
S12-D12	NIRSCWAMPLITUDE	12	12	685	n/a	7.8125
S14-D12	NIRSCWAMPLITUDE	14	12	685	n/a	7.8125
S15-D12	NIRSCWAMPLITUDE	15	12	685	n/a	7.8125
S16-D12	NIRSCWAMPLITUDE	16	12	685	n/a	7.8125
S17-D12	NIRSCWAMPLITUDE	17	12	685	n/a	7.8125
S18-D12	NIRSCWAMPLITUDE	18	12	685	n/a	7.8125
S20-D12	NIRSCWAMPLITUDE	20	12	685	n/a	7.8125
S21-D12	NIRSCWAMPLITUDE	21	12	685	n/a	7.8125
S22-D12	NIRSCWAMPLITUDE	22	12	685	n/a	7.8125
S23-D12	NIRSCWAMPLITUDE	23	12	685	n/a	7.8125
S24-D12	NIRSCWAMPLITUDE	24	12	685	n/a	7.8125
S27-D12	NIRSCWAMPLITUDE	27	12	685	n/a	7.8125
S28-D12	NIRSCWAMPLITUDE	28	12	685	n/a	7.8125
S29-D12	NIRSCWAMPLITUDE	29	12	685	n/a	7.8125
S30-D12	NIRSCWAMPLITUDE	30	12	685	n/a	7.8125
S34-D12	NIRSCWAMPLITUDE	34	12	685	n/a	7.8125
S35-D12	NIRSCWAMPLITUDE	35	12	685	n/a	7.8125
S36-D12	NIRSCWAMPLITUDE	36	12	685	n/a	7.8125
S204-D12	NIRSCWAMPLITUDE	204	12	685	n/a	7.8125
S205-D12	NIRSCWAMPLITUDE	205	12	685	n/a	7.8125
S206-D12	NIRSCWAMPLITUDE	206	12	685	n/a	7.8125
S207-D12	NIRSCWAMPLITUDE	207	12	685	n/a	7.8125
S215-D12	NIRSCWAMPLITUDE	215	12	685	n/a	7.8125
S216-D12	NIRSCWAMPLITUDE	216	12	685	n/a	7.8125
S217-D12	NIRSCWAMPLITUDE	217	12	685	n/a	7.8125
S218-D12	NIRSCWAMPLITUDE	218	12	685	n/a	7.8125
S227-D12	NIRSCWAMPLITUDE	227	12	685	n/a	7.8125
S228-D12	NIRSCWAMPLITUDE	228	12	685	n/a	7.8125
S229-D12	NIRSCWAMPLITUDE	229	12	685	n/a	7.8125
S239-D12	NIRSCWAMPLITUDE	239	12	685	n/a	7.8125
S240-D12	NIRSCWAMPLITUDE	240	12	685	n/a	7.8125
S1-D13	NIRSCWAMPLITUDE	1	13	685	n/a	7.8125
S2-D13	NIRSCWAMPLITUDE	2	13	685	n/a	7.8125
S3-D13	NIRSCWAMPLITUDE	3	13	685	n/a	7.8125
S4-D13	NIRSCWAMPLITUDE	4	13	685	n/a	7.8125
S7-D13	NIRSCWAMPLITUDE	7	13	685	n/a	7.8125
S8-D13	NIRSCWAMPLITUDE	8	13	685	n/a	7.8125
S9-D13	NIRSCWAMPLITUDE	9	13	685	n/a	7.8125
S10-D13	NIRSCWAMPLITUDE	10	13	685	n/a	7.8125
S13-D13	NIRSCWAMPLITUDE	13	13	685	n/a	7.8125
S14-D13	NIRSCWAMPLITUDE	14	13	685	n/a	7.8125
